event_id,event_description
8872,Subject driver is talking to a passenger and smoking a cigarette while driving.  The lead vehicle decelerates and the subject vehicle nearly hits the lead vehicle in the rear.
8873,Subject driver is looking at and dialing cell phone and holding a piece of paper in the other hand.  Lead vehicle starts to decelerate at a faster pace than the subject drive and subject driver almost rear-ends it.  Inopportune glance.
8874,"Subject driver proceeds through an intersection and traffic in the lane to her left is stopped on the other side of the intersection.  As she clears the intersection and is continuing on, a vehicle in the lane to her left begins moving into her lane, crossing her left lane line and cutting off the subject vehicle.  The subject vehicle nearly hits the approaching vehicle in the right front/right side."
8875,It is night time and the roads are icy.  The subject driver has just gotten back on the roadway after skidding off and is accelerating when she loses control of the vehicle again.  The vehicle swerves a little to the left and then right before she regains control of the vehicle.
8876,Subject driver is driving on a snowy road and approaching an intersection.  She loses control of the vehicle.  The vehicle swerves to the right and runs  completely off the right side of the road before coming to a stop. The vehicle stops next to the stop sign at the intersection (on the shoulder of the road)  Unable to see driver's face and vehicle interior on the video.
8877,It is night time and the subject driver's face is not visible during video reduction due to the angle of the camera.  You can only see from her forehead up.  Subject driver is accelerating and from position of the top of the subject driver's head appears to  be looking down.  The lead vehicle applies his brakes and subject driver is slow to respond.  She brakes and steers to the right.
8878,"Subject driver is going straight, constant speed through an intersection and a van in the right hand lane changes into the subject driver's lane right in front of him."
8879,It is night time and the subject driver is changing from the left lane to the right lane in stop and go traffic.  The lead vehicle in the lane the subject driver is changing into is slowly pulling forward.  The subject driver glances out his left window while the lead vehicle stops.  The subject driver almost hits the back of the lead vehicle.  Inopportune glance.
8880,Subject driver is driving around a curve and doesn't see the stop light.  He must suddenly stop and steers to the left.  The following vehicle must quickly stop to avoid hitting the subject's vehicle.
8881,A vehicle ahead was going to turn into the subjects path but stopped partially in the road. The subject had to brake and steer left around the vehicle.
8882,It is night time and subject driver is driving in the far right hand lane on the interstate.  The lead vehicle accelerates and changes into the right lane directly in front of the subject's vehicle.  Subject driver has to apply his brakes to keep from hitting the lead vehicle.
8883,It is night time and the subject driver keeps glancing in his rear view mirror.  The lead vehicle starts to decelerate at a faster rate than the subject vehicle.  The subject vehicle nearly hits the lead vehicle in the rear
